i1,j1,i2,j2,r,g,b
163,334,165,335,220,220,220
163,334,163,337,220,220,220
163,337,162,336,219,219,219
163,337,164,338,219,219,219
163,337,165,335,219,219,219
163,342,164,338,130,130,130
163,342,163,337,130,130,130
163,342,162,336,130,130,130
163,362,162,364,225,225,225
163,362,165,359,225,225,225
163,362,166,360,225,225,225
163,383,160,382,247,247,247
163,383,167,381,247,247,247
163,383,167,378,247,247,247
163,473,164,472,208,208,208
163,473,166,472,208,208,208
163,473,166,468,208,208,208
163,508,163,511,222,222,222
163,508,166,510,222,222,222
163,508,160,512,222,222,222
163,511,163,508,209,209,209
163,511,160,512,209,209,209
163,511,164,514,209,209,209
163,516,164,514,175,175,175
163,516,160,512,175,175,175
163,516,163,511,175,175,175
164,338,163,337,236,236,236
164,338,162,336,236,236,236
164,338,165,335,236,236,236
164,366,162,364,230,230,230
164,366,163,362,230,230,230
164,366,168,363,230,230,230
164,398,164,399,244,244,244
164,398,165,399,244,244,244
164,398,166,400,244,244,244
164,399,164,398,219,219,219
164,399,165,399,219,219,219
164,399,166,400,219,219,219
164,403,166,400,242,242,242
164,403,164,399,242,242,242
164,403,165,399,242,242,242
164,431,165,432,225,225,225
164,431,162,431,225,225,225
164,431,162,433,225,225,225
164,472,163,473,223,223,223
164,472,166,472,223,223,223
164,472,166,468,223,223,223
164,514,163,516,203,203,203
164,514,163,511,203,203,203
164,514,160,512,203,203,203
165,303,167,300,213,213,213
165,303,159,300,213,213,213
165,303,169,295,213,213,213
165,335,166,335,233,233,233
165,335,163,334,233,233,233
165,335,163,337,233,233,233
165,359,166,360,207,207,207
165,359,163,362,207,207,207
165,359,168,363,207,207,207
165,399,164,399,234,234,234
165,399,164,398,234,234,234
165,399,166,400,234,234,234
165,413,165,414,229,229,229
165,413,166,413,229,229,229
165,413,168,411,229,229,229
165,414,165,413,239,239,239
165,414,166,413,239,239,239
165,414,168,415,239,239,239
165,432,164,431,227,227,227
165,432,165,434,227,227,227
165,432,162,431,227,227,227
165,434,165,432,216,216,216
165,434,162,433,216,216,216
165,434,164,431,216,216,216
166,234,167,235,216,216,216
166,234,169,234,216,216,216
166,234,163,238,216,216,216
166,331,162,331,229,229,229
166,331,166,335,229,229,229
166,331,165,335,229,229,229
166,335,165,335,231,231,231
166,335,163,334,231,231,231
166,335,163,337,231,231,231
166,360,165,359,221,221,221
166,360,163,362,221,221,221
166,360,168,363,221,221,221
166,400,167,400,223,223,223
166,400,165,399,223,223,223
166,400,164,399,223,223,223
166,413,165,413,229,229,229
166,413,165,414,229,229,229
166,413,168,411,229,229,229
166,463,162,462,204,204,204
166,463,166,468,204,204,204
166,463,168,469,204,204,204
166,468,168,469,210,210,210
166,468,168,470,210,210,210
166,468,166,472,210,210,210
166,472,164,472,209,209,209
166,472,168,470,209,209,209
166,472,163,473,209,209,209
166,510,163,511,217,217,217
166,510,163,508,217,217,217
166,510,170,510,217,217,217
166,541,159,549,57,57,57
166,541,155,545,57,57,57
166,541,151,547,57,57,57
167,235,166,234,218,218,218
167,235,169,234,218,218,218
167,235,163,238,218,218,218
167,245,168,243,149,149,149
167,245,168,252,149,149,149
167,245,163,238,149,149,149
167,281,172,284,196,196,196
167,281,161,278,196,196,196
167,281,171,275,196,196,196
167,300,165,303,89,89,89
167,300,169,295,89,89,89
167,300,159,300,89,89,89
167,326,166,331,186,186,186
167,326,173,325,186,186,186
167,326,162,331,186,186,186
167,378,167,381,218,218,218
167,378,171,377,218,218,218
167,378,171,376,218,218,218
167,381,167,378,238,238,238
167,381,163,383,238,238,238
167,381,171,377,238,238,238
167,400,166,400,220,220,220
167,400,165,399,220,220,220
167,400,168,398,220,220,220
167,522,168,520,181,181,181
167,522,170,520,181,181,181
167,522,170,525,181,181,181
168,243,167,245,180,180,180
168,243,163,238,180,180,180
168,243,167,235,180,180,180
168,252,167,245,178,178,178
168,252,176,253,178,178,178
168,252,168,243,178,178,178
168,265,168,267,156,156,156
168,265,163,265,156,156,156
168,265,162,267,156,156,156
168,267,168,265,191,191,191
168,267,163,265,191,191,191
168,267,162,267,191,191,191
168,354,169,352,189,189,189
168,354,170,351,189,189,189
168,354,165,359,189,189,189
168,363,166,360,207,207,207
168,363,164,366,207,207,207
168,363,165,359,207,207,207
168,396,168,398,231,231,231
168,396,170,395,231,231,231
168,396,167,400,231,231,231
168,398,168,396,234,234,234
168,398,167,400,234,234,234
168,398,166,400,234,234,234
168,411,166,413,233,233,233
168,411,165,413,233,233,233
168,411,168,415,233,233,233
168,415,166,413,196,196,196
168,415,165,414,196,196,196
168,415,165,413,196,196,196
168,469,168,470,212,212,212
168,469,166,468,212,212,212
168,469,166,472,212,212,212
168,470,168,469,217,217,217
168,470,166,468,217,217,217
168,470,166,472,217,217,217
168,520,170,520,193,193,193
168,520,167,522,193,193,193
168,520,170,525,193,193,193
169,234,167,235,187,187,187
169,234,171,232,187,187,187
169,234,166,234,187,187,187
169,295,167,300,145,145,145
169,295,177,298,145,145,145
169,295,162,290,145,145,145
169,352,170,351,151,151,151
169,352,168,354,151,151,151
169,352,173,349,151,151,151
169,401,167,400,125,125,125
169,401,166,400,125,125,125
169,401,168,398,125,125,125
169,433,171,432,222,222,222
169,433,165,432,222,222,222
169,433,165,434,222,222,222
169,441,170,439,204,204,204
169,441,172,442,204,204,204
169,441,173,442,204,204,204
169,569,182,562,56,56,56
169,569,186,558,56,56,56
169,569,159,549,56,56,56
170,351,169,352,161,161,161
170,351,168,354,161,161,161
170,351,173,349,161,161,161
170,395,168,396,246,246,246
170,395,168,398,246,246,246
170,395,172,398,246,246,246
170,439,169,441,190,190,190
170,439,172,442,190,190,190
170,439,173,442,190,190,190
170,510,173,511,167,167,167
170,510,166,510,167,167,167
170,510,173,513,167,167,167
170,520,168,520,186,186,186
170,520,167,522,186,186,186
170,520,170,525,186,186,186
170,525,167,522,163,163,163
170,525,170,520,163,163,163
170,525,168,520,163,163,163
171,232,172,230,193,193,193
171,232,169,234,193,193,193
171,232,167,235,193,193,193
171,275,167,281,206,206,206
171,275,168,267,206,206,206
171,275,172,284,206,206,206
171,376,171,377,238,238,238
171,376,173,378,238,238,238
171,376,167,378,238,238,238
171,377,171,376,229,229,229
171,377,173,378,229,229,229
171,377,167,378,229,229,229
171,432,169,433,214,214,214
171,432,173,430,214,214,214
171,432,165,432,214,214,214
171,478,171,485,197,197,197
171,478,178,479,197,197,197
171,478,166,472,197,197,197
171,485,174,488,187,187,187
171,485,171,478,187,187,187
171,485,178,489,187,187,187
172,230,171,232,177,177,177
172,230,169,234,177,177,177
172,230,175,236,177,177,177
172,284,167,281,167,167,167
172,284,179,282,167,167,167
172,284,180,285,167,167,167
172,398,170,395,230,230,230
172,398,168,398,230,230,230
172,398,169,401,230,230,230
172,442,173,442,182,182,182
172,442,172,444,182,182,182
172,442,174,444,182,182,182
172,444,172,442,204,204,204
172,444,174,444,204,204,204
172,444,173,442,204,204,204
173,325,167,326,239,239,239
173,325,176,318,239,239,239
173,325,177,318,239,239,239
173,349,174,349,222,222,222
173,349,175,351,222,222,222
173,349,170,351,222,222,222
173,378,171,377,183,183,183
173,378,171,376,183,183,183
173,378,167,378,183,183,183
173,430,171,432,193,193,193
173,430,169,433,193,193,193
173,430,165,432,193,193,193
173,442,172,442,191,191,191
173,442,172,444,191,191,191
173,442,174,444,191,191,191
173,511,173,513,169,169,169
173,511,170,510,169,169,169
173,511,173,516,169,169,169
173,513,173,511,185,185,185
173,513,173,516,185,185,185
173,513,170,510,185,185,185
173,516,173,513,183,183,183
173,516,170,520,183,183,183
173,516,173,511,183,183,183
174,307,175,308,194,194,194
174,307,176,314,194,194,194
174,307,174,316,194,194,194
174,316,176,314,239,239,239
174,316,176,318,239,239,239
174,316,177,318,239,239,239
174,349,173,349,223,223,223
174,349,175,351,223,223,223
174,349,170,351,223,223,223
174,369,175,370,235,235,235
174,369,177,368,235,235,235
174,369,178,369,235,235,235
174,444,172,444,215,215,215
174,444,173,442,215,215,215
174,444,172,442,215,215,215
174,488,178,489,177,177,177
174,488,171,485,177,177,177
174,488,181,485,177,177,177
175,236,178,234,149,149,149
175,236,171,232,149,149,149
175,236,169,234,149,149,149
175,308,174,307,236,236,236
175,308,176,314,236,236,236
175,308,174,316,236,236,236
175,351,174,349,210,210,210
175,351,173,349,210,210,210
175,351,170,351,210,210,210
175,370,174,369,246,246,246
175,370,177,368,246,246,246
175,370,178,369,246,246,246
175,521,176,520,180,180,180
175,521,178,522,180,180,180
175,521,170,520,180,180,180
176,253,178,251,206,206,206
176,253,168,252,206,206,206
176,253,167,245,206,206,206
176,314,174,316,235,235,235
176,314,176,318,235,235,235
176,314,177,318,235,235,235
176,318,177,318,252,252,252
176,318,174,316,252,252,252
176,318,176,314,252,252,252
176,411,178,408,230,230,230
176,411,178,407,230,230,230
176,411,177,405,230,230,230
176,439,178,440,225,225,225
176,439,180,440,225,225,225
176,439,173,442,225,225,225
176,520,175,521,191,191,191
176,520,178,522,191,191,191
176,520,180,518,191,191,191
176,527,177,526,170,170,170
176,527,180,526,170,170,170
176,527,178,522,170,170,170
177,298,169,295,208,208,208
177,298,174,307,208,208,208
177,298,167,300,208,208,208
177,318,176,318,233,233,233
177,318,174,316,233,233,233
177,318,176,314,233,233,233
177,368,178,369,244,244,244
177,368,175,370,244,244,244
177,368,180,368,244,244,244
177,390,179,393,234,234,234
177,390,180,388,234,234,234
177,390,180,392,234,234,234
177,405,178,407,238,238,238
177,405,180,405,238,238,238
177,405,178,408,238,238,238
177,526,176,527,162,162,162
177,526,180,526,162,162,162
177,526,178,522,162,162,162
178,234,175,236,126,126,126
178,234,172,230,126,126,126
178,234,171,232,126,126,126
178,251,176,253,173,173,173
178,251,168,252,173,173,173
178,251,167,245,173,173,173
178,369,177,368,243,243,243
178,369,180,368,243,243,243
178,369,175,370,243,243,243
178,407,178,408,243,243,243
178,407,177,405,243,243,243
178,407,180,405,243,243,243
178,408,178,407,244,244,244
178,408,177,405,244,244,244
178,408,176,411,244,244,244
178,440,180,440,220,220,220
178,440,176,439,220,220,220
178,440,181,441,220,220,220
178,470,179,470,212,212,212
178,470,179,471,212,212,212
178,470,181,475,212,212,212
178,479,181,480,200,200,200
178,479,181,481,200,200,200
178,479,181,475,200,200,200
178,489,174,488,203,203,203
178,489,182,487,203,203,203
178,489,181,485,203,203,203
178,509,178,514,131,131,131
178,509,173,511,131,131,131
178,509,173,513,131,131,131
178,514,180,518,180,180,180
178,514,178,509,180,180,180
178,514,173,513,180,180,180
178,522,176,520,127,127,127
178,522,175,521,127,127,127
178,522,177,526,127,127,127
179,282,180,285,207,207,207
179,282,183,278,207,207,207
179,282,182,277,207,207,207
179,346,180,349,210,210,210
179,346,182,345,210,210,210
179,346,180,342,210,210,210
179,373,178,369,223,223,223
179,373,175,370,223,223,223
179,373,180,368,223,223,223
179,393,180,392,236,236,236
179,393,181,392,236,236,236
179,393,182,394,236,236,236
179,470,178,470,191,191,191
179,470,179,471,191,191,191
179,470,181,475,191,191,191
179,471,179,470,201,201,201
179,471,178,470,201,201,201
179,471,181,475,201,201,201
180,285,179,282,218,218,218
180,285,183,278,218,218,218
180,285,172,284,218,218,218
180,342,182,345,188,188,188
180,342,183,344,188,188,188
180,342,179,346,188,188,188
180,349,179,346,221,221,221
180,349,182,345,221,221,221
180,349,175,351,221,221,221
180,368,178,369,238,238,238
180,368,177,368,238,238,238
180,368,183,367,238,238,238
180,388,181,389,246,246,246
180,388,177,390,246,246,246
180,388,180,392,246,246,246
180,392,181,392,229,229,229
180,392,179,393,229,229,229
180,392,182,394,229,229,229
180,405,178,407,220,220,220
180,405,177,405,220,220,220
180,405,178,408,220,220,220
180,440,181,441,221,221,221
180,440,178,440,221,221,221
180,440,181,442,221,221,221
180,444,181,442,188,188,188
180,444,181,446,188,188,188
180,444,181,441,188,188,188
180,518,183,521,167,167,167
180,518,176,520,167,167,167
180,518,178,514,167,167,167
180,526,182,526,137,137,137
180,526,177,526,137,137,137
180,526,176,527,137,137,137
181,363,184,365,224,224,224
181,363,183,367,224,224,224
181,363,180,368,224,224,224
181,389,180,388,233,233,233
181,389,181,392,233,233,233
181,389,180,392,233,233,233
181,392,180,392,242,242,242
181,392,179,393,242,242,242
181,392,182,394,242,242,242
181,441,181,442,198,198,198
181,441,180,440,198,198,198
181,441,178,440,198,198,198
181,442,181,441,191,191,191
181,442,180,440,191,191,191
181,442,180,444,191,191,191
181,446,180,444,208,208,208
181,446,183,445,208,208,208
181,446,181,442,208,208,208
181,475,179,471,213,213,213
181,475,178,479,213,213,213
181,475,181,480,213,213,213
181,480,181,481,212,212,212
181,480,181,483,212,212,212
181,480,178,479,212,212,212
181,481,181,480,204,204,204
181,481,181,483,204,204,204
181,481,178,479,204,204,204
181,483,181,481,205,205,205
181,483,181,485,205,205,205
181,483,181,480,205,205,205
181,485,181,483,218,218,218
181,485,182,487,218,218,218
181,485,181,481,218,218,218
182,277,183,278,206,206,206
182,277,179,282,206,206,206
182,277,180,285,206,206,206
182,345,183,344,196,196,196
182,345,179,346,196,196,196
182,345,185,344,196,196,196
182,394,181,392,201,201,201
182,394,180,392,201,201,201
182,394,179,393,201,201,201
182,437,180,440,222,222,222
182,437,184,440,222,222,222
182,437,181,441,222,222,222
182,487,181,485,225,225,225
182,487,183,489,225,225,225
182,487,181,483,225,225,225
182,526,180,526,160,160,160
182,526,186,525,160,160,160
182,526,177,526,160,160,160
182,562,186,558,97,97,97
182,562,169,569,97,97,97
182,562,191,538,97,97,97
183,278,182,277,189,189,189
183,278,179,282,189,189,189
183,278,180,285,189,189,189
183,344,182,345,224,224,224
183,344,185,344,224,224,224
183,344,186,344,224,224,224
183,367,184,365,228,228,228
183,367,180,368,228,228,228
183,367,181,363,228,228,228
183,445,181,446,195,195,195
183,445,185,447,195,195,195
183,445,180,444,195,195,195
183,489,182,487,236,236,236
183,489,181,485,236,236,236
183,489,178,489,236,236,236
183,521,180,518,148,148,148
183,521,187,519,148,148,148
183,521,186,525,148,148,148
184,365,183,367,226,226,226
184,365,181,363,226,226,226
184,365,180,368,226,226,226
184,408,184,409,242,242,242
184,408,185,407,242,242,242
184,408,186,410,242,242,242
184,409,184,408,249,249,249
184,409,185,407,249,249,249
184,409,186,410,249,249,249
184,440,184,442,186,186,186
184,440,181,441,186,186,186
184,440,181,442,186,186,186
184,442,184,440,201,201,201
184,442,181,442,201,201,201
184,442,181,441,201,201,201
185,344,186,344,226,226,226
185,344,183,344,226,226,226
185,344,182,345,226,226,226
185,385,190,386,179,179,179
185,385,187,390,179,179,179
185,385,181,389,179,179,179
185,407,184,408,251,251,251
185,407,184,409,251,251,251
185,407,187,406,251,251,251
185,417,187,417,175,175,175
185,417,190,413,175,175,175
185,417,192,417,175,175,175
185,447,186,448,184,184,184
185,447,183,445,184,184,184
185,447,181,446,184,184,184
186,344,185,344,215,215,215
186,344,183,344,215,215,215
186,344,189,342,215,215,215
186,410,188,410,232,232,232
186,410,184,409,232,232,232
186,410,184,408,232,232,232
186,448,185,447,221,221,221
186,448,183,445,221,221,221
186,448,181,446,221,221,221
186,525,182,526,174,174,174
186,525,189,528,174,174,174
186,525,183,521,174,174,174
186,558,182,562,120,120,120
186,558,169,569,120,120,120
186,558,191,538,120,120,120
187,263,176,253,215,215,215
187,263,182,277,215,215,215
187,263,197,274,215,215,215
187,340,189,342,229,229,229
187,340,186,344,229,229,229
187,340,188,336,229,229,229
187,361,190,363,229,229,229
187,361,189,365,229,229,229
187,361,191,359,229,229,229
187,390,190,386,240,240,240
187,390,185,385,240,240,240
187,390,181,389,240,240,240
187,406,185,407,235,235,235
187,406,190,407,235,235,235
187,406,184,408,235,235,235
187,417,185,417,200,200,200
187,417,190,413,200,200,200
187,417,192,417,200,200,200
187,472,187,473,222,222,222
187,472,187,474,222,222,222
187,472,188,475,222,222,222
187,473,187,472,216,216,216
187,473,187,474,216,216,216
187,473,188,475,216,216,216
187,474,187,473,211,211,211
187,474,188,475,211,211,211
187,474,187,472,211,211,211
187,519,190,516,150,150,150
187,519,183,521,150,150,150
187,519,192,518,150,150,150
188,336,189,335,232,232,232
188,336,187,340,232,232,232
188,336,192,335,232,232,232
188,410,186,410,237,237,237
188,410,190,407,237,237,237
188,410,190,413,237,237,237
188,440,184,440,184,184,184
188,440,192,440,184,184,184
188,440,189,436,184,184,184
188,475,187,474,206,206,206
188,475,187,473,206,206,206
188,475,189,477,206,206,206
188,479,189,477,213,213,213
188,479,189,481,213,213,213
188,479,191,479,213,213,213
188,487,191,487,224,224,224
188,487,183,489,224,224,224
188,487,192,483,224,224,224
189,335,188,336,228,228,228
189,335,191,333,228,228,228
189,335,192,335,228,228,228
189,342,187,340,224,224,224
189,342,186,344,224,224,224
189,342,185,344,224,224,224
189,365,190,363,216,216,216
189,365,187,361,216,216,216
189,365,184,365,216,216,216
189,436,191,436,210,210,210
189,436,188,440,210,210,210
189,436,192,440,210,210,210
189,477,188,475,220,220,220
189,477,188,479,220,220,220
189,477,191,479,220,220,220
189,481,188,479,217,217,217
189,481,191,479,217,217,217
189,481,192,480,217,217,217
189,528,186,525,129,129,129
189,528,182,526,129,129,129
189,528,180,526,129,129,129
190,354,191,353,181,181,181
190,354,191,359,181,181,181
190,354,192,359,181,181,181
190,363,189,365,220,220,220
190,363,187,361,220,220,220
190,363,191,359,220,220,220
190,386,193,387,226,226,226
